"","15C_R1_lower","15C_R1_upper","15C_R2_lower","15C_R2_upper","15C_R3_lower","15C_R3_upper","No Treatment_R1_lower","No Treatment_R1_upper","No Treatment_R2_lower","No Treatment_R2_upper","No Treatment_R3_lower","No Treatment_R3_upper"
"TPK1PTC1",0.206735909987265,0.40621792839603,0.828171179915588,0.747194442323841,0.344523937685196,0.62202444722003,0.921845658847664,0.990853879072136,0.886272209185384,0.895375518744148,0.889932757742697,0.999302694319707
"C1_12120W_A",0.841451423106063,0.841451423106063,1.2355087084074,1.2355087084074,0.71138901808718,0.71138901808718,1.03837840809465,1.03837840809465,1.00461523344932,1.00461523344932,1.05333665108097,1.05333665108097
"C1_12120W_ACAT1",1.27547593588634,0.869258007490315,1.18029729641303,1.29194704066832,1.03122011382224,0.646717289170164,1.06246618307866,1.03707636620362,1.04362941727259,0.931138520582149,1.04877957039026,0.998651682792463
"C1_12120W_ATYE7",0.388083199449779,0.0253886205247519,0.444145136488063,0.116557425321453,0.578518011403128,0.337468839985158,1.00908246554652,0.981739585834942,0.935690175361531,0.94544372131735,0.983027406138605,0.971309198648211
"C1_12120W_AYAK1",NA,0.680656826449301,NA,0.622048575136597,NA,0.652596537253529,NA,0.951141601395789,NA,0.929187811390986,NA,0.936805587704273
"C1_12120W_AHSP30",0.625043657680797,NA,1.32875464866457,NA,1.14880507548955,NA,1.04163351282222,NA,1.00071381506699,NA,1.03575933984538,NA
"C1_12120W_APDE2",0.963558598010822,0.039896403681753,0.877247990577252,0.274830139705321,1.14998092510622,0.246928419501335,1.06181516213315,0.914684428447011,0.987709087125897,0.832302588229854,1.01232292486459,0.911416138141753
"C1_12120W_ATPS2",1.30449150220035,0.874093935209315,0.925097880972375,1.31525852573261,0.948910640655131,0.718444115787218,1.01819675878372,1.00908246554652,1.00461523344932,0.873917717641347,1.01883304013703,0.776656752002222
"C1_12120W_AMSN4",1.2815208455351,1.09533762835358,1.20360878147732,1.50788500757964,1.16997036858966,1.12411223353941,1.04749270133184,1.05270086889596,1.01827019778746,1.01111759741986,1.05008159344475,1.03641035137262
"C1_12120W_APTC1",0.794301127845809,1.07962086326683,0.917736359373125,1.23305486787432,1.54389054669168,0.730202611953948,1.02275390540232,1.0221028844568,1.04688059925786,0.97535459558186,1.01297393639183,1.03575933984538
"C1_12120W_ATPK1",1.3298801227251,0.732643049428555,0.948409366036666,0.864978787911836,0.955965738355169,0.567935364853071,0.983692648671483,1.0221028844568,0.974704359184806,0.900577409920584,0.955684921994352,0.998651682792463
"SSK1",1.16424959834934,1.16424959834934,0.873567229777627,0.873567229777627,1.06414390308909,1.06414390308909,0.743465919776859,0.743465919776859,0.610571976834245,0.610571976834245,1.0494305819175,1.0494305819175
"SSK1CAT1",NA,0.505354446635538,NA,0.569291003675308,NA,0.504439485552728,NA,0.953094664232331,NA,0.964300576831933,NA,0.977819313920652
"SSK1TYE7",0.203108964198015,1.06269511625033,0.369303000229025,1.05883219002541,0.62202444722003,0.95243818950515,0.955698748014386,1.07483558104343,0.743870438230432,0.950645612493787,0.921181311050414,1.02859821304569
"SSK1YAK1",0.735061013288055,0.326425121032524,0.625729335936222,0.969267010567873,0.774884897387523,0.927745347555017,0.915986470338039,1.01494165405615,0.935690175361531,0.982507195949461,0.934201541595297,0.941362668394982
"SSK1HSP30",1.22711665869634,0.635924495048547,0.874794150044169,0.526348794346351,1.25933493945681,0.306896749951659,0.543602489504096,0.757788380578164,0.598867721687262,0.74777185661276,0.921181311050414,0.227854034535438
"SSK1PDE2",0.00604490964875045,1.27426695395659,0.0134961229319577,1.10545516015399,0.472691545902556,0.729026762337275,0.758439401523678,0.9797865229984,0.699004126833667,0.958448449258441,0.835898800981436,0.970658187120967
"SSK1TPS2",0.761658615742557,0.918826266610068,1.18397805721266,1.17293577481378,0.891294009438153,1.02534086573888,1.1015274398095,0.59959029081829,1.06378674558128,0.404447038967945,1.06700789315309,0.826133628072774
"SSK1MSN4",0.0459413133305034,1.3661495806176,0.737379080191509,1.24900483133936,0.924217798704998,1.2205319021066,0.796849637308998,0.986947753399053,1.11255447536038,0.966901522420151,1.00581280959215,0.976517290866164
"SSK1PTC1",1.09412864642383,0.00604490964875045,0.896878714841918,0.279737820771487,1.19231151130645,0.289259005701564,0.913382386555984,0.558575971250915,0.970802940802478,0.310162761395032,1.0331552937364,0.955033910467108
"SSK1TPK1",1.23920647799384,1.13765199589483,0.802405854318214,1.21955874494236,1.05003370768901,0.40801981698554,1.11129275399221,0.975880397325317,1.05468343602252,0.920734738229276,1.08133014675247,0.955684921994352
"SSK1C1_12120W_A",1.02158973063883,1.01796278484958,1.26618171507094,1.12385896415212,1.04297860998897,0.522077229802823,1.04619065944082,1.14774992694098,0.560503774261042,0.751673274995087,1.03055124762742,1.09435037729735
"FGR15",0.0229706566652517,0.0229706566652517,0.0306730066635403,0.0306730066635403,0.0881887212504769,0.0881887212504769,1.09046008373576,1.09046008373576,0.963650340434878,0.963650340434878,1.06505485857136,1.06505485857136
"FGR15CAT1",0.0193437108760014,1.22711665869634,0.0110422823988745,1.33611617026381,0.0764302250837466,0.489153440535978,0.902966051427761,0.998666130418303,0.913582137861676,1.02997445293444,0.914020184250729,1.06310182398963
"FGR15TYE7",0.00483592771900036,0.13057004841301,0.00245384053308322,0.330041551699694,0.0117584961667302,0.136398555534071,0.859347648078331,0.910778302773928,0.507834626099622,0.942842775729132,0.748663256330725,1.01557798250081
"FGR15YAK1",0.0918826266610068,0.638342458908048,0.21348412637824,1.1852049774792,0.158739698250858,0.930097046788363,0.94463139194065,0.923147700738692,0.622276231981227,0.916183083449894,0.886026688579232,0.919879287995926
