Gene_X,Gene_Y,P-value (exp_vs_XY),P-value adj (exp_vs_XY),P-value (exp_vs_YX),P-value adj (exp_vs_YX),P-value (actual_XY_vs_YX),P-value adj (actual_XY_vs_YX),P-value (exp_vs_average_XY_YX),P-value adj (exp_vs_average_XY_YX),Significant
C3_00570C_A,MSN4,0.6103317882741481,0.9885303562766522,0.06138307391346816,0.4131309645236796,0.3312969141837234,0.5639935562889578,0.20514274131278953,0.7298345860424613,0.0
C3_00570C_A,TPS2,0.07599496646698266,0.522139966553405,0.2538073014346027,0.53039218120308,0.3409001465589473,0.5735143642109349,0.08657855724064664,0.5432497326616718,0.0
C3_00570C_A,HSP30,0.49745320765628703,0.9885303562766522,0.642623482297357,0.8119971132904589,0.2518274445759314,0.5001572857549749,0.8427140197394877,0.9499685313426952,0.0
C3_00570C_A,YAK1,0.610276211378459,0.9885303562766522,0.9746038758657596,0.9924869060372384,0.5424422170968688,0.6925824736147521,0.6856189651947153,0.9044335285547309,0.0
C3_00570C_A,TYE7,0.16268298537418777,0.7942757521210344,0.5743450322419414,0.7573982891583839,0.11881981945333818,0.3866812723866826,0.19093387526264605,0.725011021974643,0.0
C3_00570C_A,CAT1,0.3958867268711383,0.9255943191635064,0.0628631958458288,0.4131309645236796,0.08935108143618004,0.3866812723866826,0.9465109295826117,0.9843602227544886,0.0
YAK1,CAT1,,,0.24359347244246762,0.5224438948437135,,,0.24359347244246762,0.7484021942340532,0.0
PDE2,CAT1,,,0.004093144790808995,0.16679565022546652,,,0.004093144790808995,0.13048522545739594,0.0
PTC1,MSN4,,,0.2192829591272293,0.5173666897652088,,,0.2192829591272293,0.7298345860424613,0.0
PTC1,YAK1,,,0.317069100875689,0.5530733404115531,,,0.317069100875689,0.7484021942340532,0.0
TPK1,PDE2,,,0.0021498232590680833,0.14778672190075468,,,0.0021498232590680833,0.13048522545739594,0.0
TPK1,YAK1,,,0.14557134049972822,0.4648653914232233,,,0.14557134049972822,0.6803155753244696,0.0
C1_12120W_A,YAK1,,,0.04465594087504133,0.40438435347954094,,,0.04465594087504133,0.4214821360996852,0.0
SSK1,CAT1,,,0.30168008260256324,0.5530733404115531,,,0.30168008260256324,0.7484021942340532,0.0
FGR15,TPS2,,,0.3112136935625372,0.5530733404115531,,,0.3112136935625372,0.7484021942340532,0.0
HOG1,TPS2,,,0.0397345045883519,0.40438435347954094,,,0.0397345045883519,0.4214821360996852,0.0
SSN3,PDE2,,,0.08103037547718209,0.4131309645236796,,,0.08103037547718209,0.5432497326616718,0.0
EFH1,PDE2,,,0.04365529512956716,0.40438435347954094,,,0.04365529512956716,0.4214821360996852,0.0
RCK2,HSP30,,,0.1535176809960653,0.4648653914232233,,,0.1535176809960653,0.6964460650065402,0.0
RCK2,CAT1,,,0.3111696148999976,0.5530733404115531,,,0.3111696148999976,0.7484021942340532,0.0
GCN4,PDE2,,,0.3834929570124227,0.6128367842453422,,,0.3834929570124227,0.7508388421506381,0.0
C2_10540W_A,TPK2,,,0.5017331421016924,0.7028030786497387,,,0.5017331421016924,0.8042999624050227,0.0
C3_00570C_A,GCN4,,,0.6576641271441873,0.8246096363423272,,,0.6576641271441873,0.8864168670204263,0.0
C3_00570C_A,HOG1,,,0.16085620105049653,0.4648653914232233,,,0.16085620105049653,0.7085259985387659,0.0
C3_00570C_A,C1_12120W_A,,,0.9072112229231543,0.9664599820036173,,,0.9072112229231543,0.978093152245624,0.0
C3_00570C_A,PDE2,,,0.21239459727336338,0.5173666897652088,,,0.21239459727336338,0.7298345860424613,0.0
PDE2,TYE7,,,,,,,,,
FGR15,PDE2,,,,,,,,,
TPK2,PDE2,,,,,,,,,
C3_00570C_A,C2_10540W_A,,,,,,,,,
